Identifier,Title,Start date,End date,Number of deaths
IBD027017,"Army vs Terrorists, Zamfara",2023-04-21,2023-04-25,2
IBD027044,"Boy vs Phone Dealer, Katsina",2023-04-21,2023-04-21,1
IBD027019,"Army vs Terrorists, Katsina",2023-04-21,2023-04-25,2
IBD027016,"Army vs Terrorists, Zamfara",2023-04-21,2023-04-25,2
IBD027132,"Boy vs Neighbour, Ondo",2023-04-20,2023-04-20,1
IBD026904,"Army vs Terrorists, Borno",2023-04-20,2023-04-20,7
IBD026825,"Rainstorm, Delta",2023-04-20,2023-04-20,6
IBD027134,"Boy vs Colleague, Anambra",2023-04-20,2023-04-20,1
IBD026978,"Hunter, Ogun",2023-04-20,2023-04-20,1
IBD026921,"Murder, Gombe",2023-04-20,2023-04-20,1
IBD026869,"Mob vs Tricycle Rider, Bayelsa",2023-04-19,2023-04-19,2
IBD026870,"Auto Crash, Lagos",2023-04-19,2023-04-19,2
IBD026932,"Army vs Boko Haram, Borno",2023-04-19,2023-04-19,18
IBD026890,"Flooding, Delta",2023-04-19,2023-04-19,1
IBD026887,"Gunmen vs Lecturer, Taraba",2023-04-19,2023-04-19,2
IBD026901,"Man Drowns, Kano",2023-04-19,2023-04-19,1
IBD026871,"Gunmen vs Immigration Officers, Taraba",2023-04-19,2023-04-19,2
IBD026937,"Kidnappers vs Businessman, Adamawa",2023-04-19,2023-04-19,1
IBD026892,"Bandits vs Villagers, Bauchi",2023-04-19,2023-04-19,20
IBD026900,"Assailants vs Vigilante Commander, Kano",2023-04-19,2023-04-19,1
IBD026880,"Cult Killing, Rivers",2023-04-19,2023-04-19,1
IBD026875,"Fence Collapse, FCT (Abuja)",2023-04-19,2023-04-19,2
IBD026897,"Cult Clash, Enugu",2023-04-18,2023-04-18,4
IBD027566,"Youth Leader, Lagos",2023-04-18,2023-04-18,1
IBD026925,"Guard vs Motorcyclist, Ondo",2023-04-18,2023-04-18,1
IBD026876,"Auto Crash, Anambra",2023-04-18,2023-04-18,2
IBD026898,"Police vs Armed Robber, Imo",2023-04-18,2023-04-18,1
IBD026896,"Hippopotamus Kills Woman, Benue",2023-04-18,2023-04-18,1
IBD026895,"Cult Clashes, Enugu",2023-04-18,2023-04-18,2
IBD026878,"Cultists Kill Man, Ogun",2023-04-18,2023-04-18,1
IBD026873,"Gunmen vs Man, Taraba",2023-04-18,2023-04-18,1
IBD026877,"Auto Crash, Bayelsa",2023-04-18,2023-04-18,1
IBD026899,"Cult Clash, Enugu",2023-04-17,2023-04-17,11
IBD027128,"Kidnapper Kill Ex-Teacher, FCT",2023-04-17,2023-04-17,2
IBD026903,"Army vs Terrorists, Borno",2023-04-17,2023-04-17,35
IBD026867,"Kidnappers vs Man, FCT (Abuja)",2023-04-17,2023-04-17,1
IBD026865,"Soldiers vs Police, Borno",2023-04-17,2023-04-17,1
IBD026859,"Boko Haram Attack, Adamawa",2023-04-17,2023-04-17,3
IBD026862,"Security Operatives vs Woman, Imo",2023-04-17,2023-04-17,3
IBD026856,"Kidnappers, Rivers",2023-04-17,2023-04-17,2
IBD026920,"ISWAP vs Army, Borno",2023-04-17,2023-04-20,36
IBD026866,"Security Operatives Kill Man, FCT (Abuja)",2023-04-17,2023-04-17,1
IBD026863,"Terrorists vs Community Leader, Kaduna",2023-04-16,2023-04-16,1
IBD026857,"Auto Crash, Niger",2023-04-16,2023-04-16,1
IBD026860,"Hoodlums vs Soldier, Rivers",2023-04-16,2023-04-16,2
IBD027116,"Murder, Lagos",2023-04-16,2023-04-16,1
IBD026858,"Auto Crash, Anambra",2023-04-16,2023-04-16,1
IBD026849,"Banditry, Kaduna",2023-04-15,2023-04-15,29
IBD026844,"Political Violence, Kebbi",2023-04-15,2023-04-15,1
IBD029706,"Ritual Killing, Osun",2023-04-15,2023-04-15,1
IBD029635,"Communal Clashes, Enugu",2023-04-15,2023-04-22,13
IBD030693,"Man vs Baby, Delta",2023-04-15,2023-04-15,1
IBD027010,"Gunmen Kill 3, Rivers",2023-04-15,2023-04-15,3
IBD026868,"Cultists, Rivers",2023-04-15,2023-04-21,3
IBD026847,"Coronation, Bauchi",2023-04-15,2023-04-15,1
IBD026848,"Election Violence, Akwa Ibom",2023-04-15,2023-04-15,3
IBD026846,"Election Violence, Akwa Ibom",2023-04-15,2023-04-15,3
IBD026830,"Auto Crash, Ogun",2023-04-15,2023-04-15,3
IBD026839,"Auto Crash, Cross River",2023-04-15,2023-04-15,5
IBD026845,"Political Violence, Kano",2023-04-15,2023-04-15,3
IBD026840,"Ritual Boy, Jigawa",2023-04-14,2023-04-14,1
IBD026833,"Terrorists vs Police, Katsina",2023-04-14,2023-04-14,2
IBD026889,"Domestic Violence, Kaduna",2023-04-14,2023-04-14,1
IBD026851,"Auto Crash, Lagos",2023-04-14,2023-04-14,1
IBD026855,"Herders vs Farmers, Plateau",2023-04-14,2023-04-14,35
IBD026838,"Auto Crash, Yobe",2023-04-14,2023-04-14,4
IBD027117,"Assailants vs Man, Lagos",2023-04-14,2023-04-14,1
IBD026824,"Auto Crash, Ogun",2023-04-13,2023-04-13,7
IBD026841,"Police vs Kidnappers, Nasarawa",2023-04-13,2023-04-13,3
IBD026835,"Auto Crash, Imo",2023-04-13,2023-04-13,3
IBD026823,"Robbery Attack, Ogun",2023-04-13,2023-04-13,1
IBD026842,"ISWAP Kills 10, Yobe",2023-04-13,2023-04-13,10
IBD026832,"Mob vs Thief, Akwa Ibom",2023-04-13,2023-04-13,1
IBD026843,"Domestic Violence, Delta",2023-04-13,2023-04-13,1
IBD026834,"Building Collapse, Lagos",2023-04-12,2023-04-12,1
IBD026821,"Banditry, Kaduna",2023-04-12,2023-04-12,8
IBD026827,"Auto Crash, Rivers",2023-04-12,2023-04-12,1
IBD026829,"Cultists vs Constabulary, Akwa Ibom",2023-04-12,2023-04-12,1
IBD026828,"Army vs Terrorists, Zamfara",2023-04-12,2023-04-12,15
IBD026826,"Gunmen Kill 3, Rivers",2023-04-12,2023-04-12,3
IBD026831,"Auto Crash, Oyo",2023-04-12,2023-04-12,3
IBD026814,"Banditry, Kaduna",2023-04-12,2023-04-12,26
IBD026809,"Auto Crash, Cross River",2023-04-11,2023-04-11,6
IBD026817,"Flood Incident, Ogun",2023-04-11,2023-04-11,1
IBD026813,"Auto Crash, Ogun",2023-04-11,2023-04-11,5
IBD026850,"Flooding, Lagos",2023-04-11,2023-04-11,1
IBD026820,"Auto Crash, Ogun",2023-04-11,2023-04-11,2
IBD026808,"Auto Crash, Ebonyi",2023-04-11,2023-04-11,12
IBD026818,"Army vs Bandits, Kaduna",2023-04-10,2023-04-10,2
IBD026811,"Kidnappers, Kogi",2023-04-10,2023-04-10,1
IBD026801,"Gunmen Attack, Kano",2023-04-10,2023-04-10,1
IBD026800,"Auto Crash, Ondo",2023-04-10,2023-04-10,4
IBD026815,"Hoodlums vs Policeman, Imo",2023-04-10,2023-04-10,1
IBD026807,"Soldiers vs Bandits, Kaduna",2023-04-10,2023-04-10,2
IBD026806,"Undergraduate, Osun",2023-04-10,2023-04-10,1
IBD026802,"Gunmen Kill Man, Lagos",2023-04-10,2023-04-10,1
IBD027093,"Easter Day Auto Crash, Ebonyi",2023-04-09,2023-04-09,5
IBD026804,"Cult Killing, Lagos",2023-04-09,2023-04-09,1
IBD026822,"Teenager Drowns, Kwara",2023-04-09,2023-04-09,1
IBD026874,"Assailants vs Colleague, Kwara",2023-04-09,2023-04-09,1
IBD026881,"Army vs Boko Haram, Borno",2023-04-09,2023-04-09,2
IBD026888,"Assailants vs Motorcyclist, Bauchi",2023-04-09,2023-04-09,1
IBD026799,"Police vs Bandits, Zamfara",2023-04-09,2023-04-09,2
IBD026796,"Building Collapse, Kwara",2023-04-09,2023-04-09,1
IBD026797,"Police vs Kidnapper, Adamawa",2023-04-09,2023-04-09,1
IBD026882,"Army vs Boko Haram, Borno",2023-04-09,2023-04-09,2
IBD026987,"Woman vs Co-wife, Lagos",2023-04-09,2023-04-09,1
IBD026803,"Bartender vs Colleague, Lagos",2023-04-09,2023-04-09,1
IBD026805,"Political Violence, Delta",2023-04-09,2023-04-09,1
IBD026786,"Hoodlums vs Cattle Dealer, FCT (Abuja)",2023-04-08,2023-04-08,1
IBD026787,"Auto Crash, Kaduna",2023-04-08,2023-04-08,3
IBD026791,"Army vs Bandits, Zamfara",2023-04-08,2023-04-08,2
IBD026782,"Auto Crash, Enugu",2023-04-08,2023-04-08,22
IBD026793,"Man Drowns, Plateau",2023-04-08,2023-04-08,1
IBD026792,"Army vs Bandits, Katsina",2023-04-08,2023-04-08,1
IBD027054,"Inferno, Kano",2023-04-08,2023-04-15,23
IBD026785,"Communal Clash, Sokoto",2023-04-07,2023-04-07,38
IBD026770,"Armed Robber vs Mob, Oyo",2023-04-07,2023-04-07,1
IBD026819,"Bandits vs Court Registrar, Niger",2023-04-07,2023-04-07,30
IBD026816,"Cult Killing, Lagos",2023-04-07,2023-04-12,4
IBD026784,"Herdsmen Attack, Benue",2023-04-07,2023-04-07,39
IBD026779,"Gunmen Kill Police Officer, Rivers",2023-04-07,2023-04-07,1
IBD026783,"Gunmen Kill Policeman, Lagos",2023-04-06,2023-04-06,1
IBD026768,"Gunmen vs Policemen, Edo",2023-04-06,2023-04-06,4
IBD026778,"Assailant vs Man, Ekiti",2023-04-06,2023-04-06,1
IBD026767,"Cultism, Ondo",2023-04-06,2023-04-06,1
IBD026772,"Herdsmen Clash, Taraba",2023-04-06,2023-04-06,30
IBD026762,"Gunmen Kill 4, Kaduna",2023-04-06,2023-04-06,4
IBD026773,"Boat Mishap, Bayelsa",2023-04-06,2023-04-06,13
IBD026775,"Kidnappers, Nasarawa",2023-04-06,2023-04-06,1
IBD026812,"Man vs Friend, Lagos",2023-04-06,2023-04-06,1
IBD026766,"Assailants vs Men, Lagos",2023-04-05,2023-04-05,3
IBD026754,"Police Kill Phone Seller, Delta",2023-04-05,2023-04-05,1
IBD026774,"Auto Crash, Niger",2023-04-05,2023-04-05,2
IBD026790,"Online Vendor, Oyo",2023-04-05,2023-04-05,1
IBD026769,"Mob vs Man, Bauchi",2023-04-05,2023-04-05,1
IBD026765,"Herders Attack, Benue",2023-04-05,2023-04-05,49
IBD026776,"Herdsmen vs Commuter, Delta",2023-04-05,2023-04-05,1
IBD026753,"Motorcyclists vs Police, Lagos",2023-04-05,2023-04-05,1
IBD027036,"Drown, Osun",2023-04-05,2023-04-05,1
IBD026744,"Cult Killing, Edo",2023-04-04,2023-04-04,1
IBD026771,"Army vs Boko Haram, Borno",2023-04-04,2023-04-04,18
IBD026757,"Boko Haram vs Pastor, Borno",2023-04-04,2023-04-04,1
IBD026745,"Auto Crash, Osun",2023-04-04,2023-04-04,6
IBD026759,"Auto Crash, Delta",2023-04-04,2023-04-04,1
IBD026761,"Auto Crash, Bauchi",2023-04-04,2023-04-04,2
IBD026760,"Herders Attack, Benue",2023-04-04,2023-04-04,3
IBD026755,"Auto Crash, Kano",2023-04-04,2023-04-04,3
IBD026743,"Auto Crash, Anambra",2023-04-04,2023-04-04,3
IBD026852,"Gunmen vs Bouncer, Edo",2023-04-03,2023-04-03,1
IBD026740,"Herdsmen Attack, Taraba",2023-04-03,2023-04-03,14
IBD026729,"Police vs Trader, Plateau",2023-04-03,2023-04-03,1
IBD026731,"Auto Crash, Osun",2023-04-03,2023-04-03,1
IBD026733,"Political Violence, Rivers",2023-04-03,2023-04-03,1
IBD026763,"Mob vs Motorcycle Thief, Niger",2023-04-03,2023-04-03,1
IBD026764,"Inferno, Kaduna",2023-04-03,2023-04-03,3
IBD026749,"One Killed, Jigawa",2023-04-03,2023-04-03,1
IBD026742,"Herder vs Community Leader, Benue",2023-04-03,2023-04-03,3
IBD026739,"Gunmen Kill 3, Adamawa",2023-04-03,2023-04-03,3
IBD026789,"Herdsmen vs Worshippers, Benue",2023-04-03,2023-04-03,1
IBD026746,"Cultists Kill 1, Ekiti",2023-04-03,2023-04-03,1
IBD026756,"Extra Judicial Killing, Taraba",2023-04-03,2023-04-03,1
IBD026723,"Assailants vs Police Officer, Niger",2023-04-02,2023-04-02,1
IBD026795,"Police vs IPOB, Abia",2023-04-02,2023-04-02,4
IBD026735,"Auto Crash, Osun",2023-04-02,2023-04-02,1
IBD026780,"Auto Crash, FCT (Abuja)",2023-04-02,2023-04-02,1
IBD026734,"Communal Clash, Kaduna",2023-04-02,2023-04-02,2
IBD026748,"Auto Crash, Niger",2023-04-02,2023-04-02,1
IBD026721,"Gunmen in Church, Benue",2023-04-02,2023-04-02,1
IBD026737,"Assailants vs Man, Kano",2023-04-02,2023-04-02,1
IBD026732,"Bandits vs Security Operatives, Niger",2023-04-02,2023-04-02,6
IBD026730,"Auto Crash, Edo",2023-04-02,2023-04-02,2
IBD026724,"Banditry, Niger",2023-04-02,2023-04-02,7
IBD026727,"Gunmen Attack, Kogi",2023-04-02,2023-04-02,35
IBD026720,Troops vs Bandits,2023-04-01,2023-04-01,11
IBD028127,"Communal Crisis, Cross River",2023-04-01,2023-04-01,10
IBD027911,"Cult Killing, Lagos",2023-04-01,2023-04-07,5
IBD026915,"Man vs Friend, Enugu",2023-04-01,2023-04-01,1
IBD027007,"Gunmen Kill 16, Rivers",2023-04-01,2023-04-30,15
IBD026929,"Extrajudicial Killing, FCT",2023-04-01,2023-04-06,2
IBD027702,"Mob vs Armed Robber, Cross River",2023-04-01,2023-04-01,1
IBD026719,"Army vs Bandits, Kaduna",2023-04-01,2023-04-01,5
IBD026725,"Gunmen vs Traffic Controller, Rivers",2023-04-01,2023-04-01,1
IBD026738,"Assassins Kill Man, Bayelsa",2023-04-01,2023-04-01,1
IBD026728,"Fulani Herdsmen Attack, Kwara",2023-04-01,2023-04-01,1
IBD026718,"Bandits Kill 5, Katsina",2023-04-01,2023-04-01,5
IBD026716,"Gunmen Attack, Taraba",2023-03-31,2023-03-31,24
IBD026711,"Security Operatives vs IPOB, Abia",2023-03-31,2023-03-31,28
IBD026713,"Communal Clash, Benue",2023-03-31,2023-03-31,3
IBD029366,"Man vs Friend, Kano",2023-03-30,2023-03-30,1
IBD026709,"Land Grabbers Kill 2, Ogun",2023-03-30,2023-03-30,2
IBD026710,"Auto Crash, Bauchi",2023-03-30,2023-03-30,4
IBD026736,"Farmers vs Herders, Nasarawa",2023-03-30,2023-03-30,4
IBD026714,"Extra-judicial Killing, Niger",2023-03-30,2023-03-30,1
IBD026701,"Auto Crash, Bauchi",2023-03-29,2023-03-29,5
IBD026707,"Auto Crash, Lagos",2023-03-29,2023-03-29,1
IBD026777,"Auto Crash, Niger",2023-03-29,2023-03-29,3
IBD023065,"Co-tenants, Ekiti",2023-03-28,2023-03-28,1
IBD026688,"Inferno, Lagos",2023-03-28,2023-03-28,1
IBD026705,"Banditry, Niger",2023-03-28,2023-03-28,5
IBD026699,"Kidnappers Kill 2, Ogun",2023-03-28,2023-03-28,2
IBD026702,"Banditry, Kaduna",2023-03-28,2023-03-28,3
IBD026726,"Extrajudicial Killing, Anambra",2023-03-28,2023-03-28,1
IBD026700,"Cult Killing, Oyo",2023-03-28,2023-03-28,1
IBD026741,"Man vs Grirlfriend, Kano",2023-03-28,2023-03-28,1
IBD026693,"Cult Killing, Ogun",2023-03-28,2023-03-28,1
IBD026703,"Police vs Bandit, Katsina",2023-03-28,2023-03-28,1
IBD026671,"Gunmen vs Security Operatives, Imo",2023-03-27,2023-03-27,4
IBD026672,"Soldiers vs Boko Haram, Borno",2023-03-27,2023-03-27,10
IBD026677,"Vigilante Kills Man, Abia",2023-03-27,2023-03-27,1
IBD026674,"Herdsmen Attack, Benue",2023-03-27,2023-03-27,4
IBD026854,"Electrocution, Lagos",2023-03-27,2023-03-27,1
IBD026690,"Boko Haram IED, Borno",2023-03-27,2023-03-27,1
IBD026687,"Auto Crash, Kebbi",2023-03-27,2023-03-27,12
IBD026689,"Herdsmen Attack, Edo",2023-03-27,2023-03-27,2
IBD026691,"Auto Crash, Kebbi",2023-03-27,2023-03-27,23
IBD026686,"Auto Crash, Bauchi",2023-03-27,2023-03-27,4
IBD026694,"Bandits vs Baby, Kaduna",2023-03-27,2023-03-27,1
IBD026685,"Auto Crash, Niger",2023-03-27,2023-03-27,24
IBD026684,"Cult Killing, Lagos",2023-03-27,2023-03-27,4
IBD026669,"Gunmen vs Policemen, Enugu",2023-03-26,2023-03-26,2
IBD027200,"Found Dead, Lagos",2023-03-26,2023-03-26,3
IBD026673,"Herdsmen vs Man, Benue",2023-03-26,2023-03-26,1
IBD026675,"Cultism, Rivers",2023-03-26,2023-03-26,6
IBD026678,"Gunmen vs Officer, Plateau",2023-03-26,2023-03-26,1
IBD026680,"Auto Crash, Niger",2023-03-26,2023-03-26,8
IBD026676,"Friends, Lagos",2023-03-26,2023-03-26,1
IBD026661,"Auto Crash, Ondo",2023-03-26,2023-03-26,2
IBD026681,"Auto Crash, Niger",2023-03-25,2023-03-25,3
IBD026654,"Market Clash, Kwara",2023-03-25,2023-03-25,1
IBD026670,"Boko Haram Attack, Borno",2023-03-25,2023-03-25,41
IBD026666,"Army vs Boko Haram, Borno",2023-03-25,2023-03-25,5
IBD026683,"Herdsmen Attack, Benue",2023-03-25,2023-03-25,1
IBD026698,"Hoodlums Kill 1, Kogi",2023-03-25,2023-03-25,1
IBD026667,"Robbers, Anambra",2023-03-25,2023-03-26,6
IBD026682,"Sex Romp, Niger",2023-03-25,2023-03-25,1
IBD026692,"Cult Killing, Ogun",2023-03-24,2023-03-24,1
IBD026656,"Auto Crash, Ogun",2023-03-24,2023-03-24,4
IBD026663,"Army vs Boko Harm, Borno",2023-03-24,2023-03-24,7
IBD026658,"Auto Crash, Lagos",2023-03-24,2023-03-24,2
IBD026651,"Auto Crash, Bauchi",2023-03-23,2023-03-23,25
IBD026655,"Terrorists vs Cleric, Kaduna",2023-03-23,2023-03-23,1
IBD026647,"Auto Crash, Lagos",2023-03-23,2023-03-23,1
IBD026648,"Herdsmen Attack, Benue",2023-03-23,2023-03-23,6
IBD026649,"Herdsmen Kill 1, Benue",2023-03-23,2023-03-23,1
IBD026660,"Auto Crash, Plateau",2023-03-23,2023-03-23,1
IBD026657,"Mob vs Boy, Benue",2023-03-23,2023-03-23,3
IBD026650,"Pastor vs Woman, Ondo",2023-03-23,2023-03-23,1
IBD029527,"Boko Haram Attack, Yobe",2023-03-23,2023-03-23,1
IBD026861,"Kidnapping, Katsina",2023-03-23,2023-03-23,1
IBD018314,"Banditry, Kaduna",2023-03-21,2023-03-21,4
IBD027105,"Robbery Attack, Oyo",2023-03-21,2023-03-21,1
IBD026633,"Grandmother vs Family, Ondo",2023-03-21,2023-03-21,4
IBD026642,"Political Thugs vs Man, Lagos",2023-03-21,2023-03-21,1
IBD026634,"Ritual Killing, Ondo",2023-03-21,2023-03-21,1
IBD026697,"Brothers vs Cousin, Kwara",2023-03-21,2023-03-21,1
IBD026704,"Terrorists Attack, Niger",2023-03-21,2023-03-21,5
IBD026708,"Police vs Kidnappers, Edo",2023-03-21,2023-03-21,2
IBD026958,"Malnutrition, Niger",2023-03-21,2023-03-21,1
IBD026627,"Political Violence, Taraba",2023-03-20,2023-03-20,2
IBD026641,"Political Violence, Bauchi",2023-03-20,2023-03-20,1
IBD026652,"Post-Election Violence, Nasarawa",2023-03-20,2023-03-20,1
IBD026636,"Auto Crash, Kwara",2023-03-20,2023-03-20,1
IBD026637,"Herdsmen Attack, Bayelsa",2023-03-20,2023-03-20,1
IBD026751,"Hoodlums Kill 1, Niger",2023-03-20,2023-03-20,1
IBD026639,"Extra Judicial Killing, Niger",2023-03-20,2023-03-20,3
IBD031933,"Assailant vs Man, FCT (Abuja)",2023-03-20,2023-03-20,1
IBD026643,"Coach vs Brother-in-law, Edo",2023-03-19,2023-03-19,1
IBD026626,"Political Violence, Nasarawa",2023-03-19,2023-03-19,1
IBD026628,"Election Crisis, Kogi",2023-03-19,2023-03-19,1
IBD026646,"Police vs Kidnappers, Niger",2023-03-19,2023-03-19,2
IBD026624,"Post-Election Violence, Kano",2023-03-19,2023-03-19,1
IBD026986,"Assailants vs Passengers, Delta",2023-03-19,2023-03-19,1
IBD026632,"Troops vs Bandit, Zamfara",2023-03-19,2023-03-19,6
IBD026602,"Political Violence, Rivers",2023-03-18,2023-03-18,2
IBD026599,"Political Violence, Benue",2023-03-18,2023-03-18,3
IBD026629,"Political Violence, Katsina",2023-03-18,2023-03-18,1
IBD026612,"Political Violence, Rivers",2023-03-18,2023-03-18,1
IBD026608,"Political Violence, Niger",2023-03-18,2023-03-18,1
IBD026603,"Auto Crash, Osun",2023-03-18,2023-03-18,1
IBD026615,"Political Violence, Ebonyi",2023-03-18,2023-03-18,1
IBD026601,"Political Violence, Rivers",2023-03-18,2023-03-18,4
IBD026653,"Election Violence, Delta",2023-03-18,2023-03-18,1
IBD026605,"Political Violence, Lagos",2023-03-18,2023-03-18,2
IBD026606,"Political Violence, Delta",2023-03-18,2023-03-18,5
IBD017981,"Terrorists vs Vigilante, Zamfara",2023-03-18,2023-03-18,51
IBD026604,"Assailants vs Party Agent, Osun",2023-03-18,2023-03-18,2
IBD026614,"Political Violence, Borno",2023-03-18,2023-03-18,60
IBD026664,"Political Violence, Lagos",2023-03-18,2023-03-18,1
IBD026610,"Political Violence, Akwa Ibom",2023-03-18,2023-03-18,4
IBD026679,"Political Violence, Rivers",2023-03-18,2023-03-18,7
IBD026609,"Political Violence, Delta",2023-03-18,2023-03-18,1
IBD026621,"Couple Found Dead, Lagos",2023-03-18,2023-03-18,2
IBD026630,"Political Violence, Kebbi",2023-03-18,2023-03-18,1
IBD026600,"Political Violence, Cross River",2023-03-18,2023-03-18,1
IBD026620,"Political Violence, Rivers",2023-03-18,2023-03-18,1
IBD026662,"Political Violence, Lagos",2023-03-18,2023-03-18,1
IBD026617,"Political Violence, Ebonyi",2023-03-18,2023-03-18,1
IBD027855,"Assailants vs Man, Lagos",2023-03-17,2023-03-17,1
IBD026598,"Auto Crash, Katsina",2023-03-17,2023-03-17,3
IBD026631,"Bandits vs Travellers, FCT (Abuja)",2023-03-17,2023-03-17,2
IBD026607,"Soldier vs Terrorists, Niger",2023-03-17,2023-03-17,48
IBD026640,"Assailants vs Estate Agent, Ogun",2023-03-17,2023-03-17,2
IBD026611,"Political Violence, Akwa Ibom",2023-03-17,2023-03-17,3
IBD026618,"Bandits vs Security Operatives, Niger",2023-03-17,2023-03-17,9
IBD026623,"Bandits Attack, Kaduna",2023-03-17,2023-03-17,2
IBD026616,"Stampede, Lagos",2023-03-17,2023-03-17,2
IBD026587,"Political Violence, Oyo",2023-03-16,2023-03-16,3
IBD026695,"Auto Crash, Lagos",2023-03-16,2023-03-16,1
IBD026645,"Ritual Killing, Kwara",2023-03-16,2023-03-16,1
IBD026596,"Man vs Neighbour, Ekiti",2023-03-16,2023-03-16,1
IBD026613,"Political Violence, Osun",2023-03-16,2023-03-16,1
IBD026668,"Rival Cult Clash, Lagos",2023-03-16,2023-03-16,2
IBD026588,"Auto Crash, Kano",2023-03-15,2023-03-15,17
IBD026696,"Ritual Killing, Kwara",2023-03-15,2023-03-15,1
IBD026590,"Assailant vs Businessman, Osun",2023-03-15,2023-03-15,1
IBD026592,"Security Agents vs Man, Anambra",2023-03-15,2023-03-15,1
IBD026750,"Assailants vs Village, Niger",2023-03-15,2023-03-15,1
IBD026591,"Gunmen vs Security Operatives, Niger",2023-03-15,2023-03-15,8
IBD026597,"Security Operatives vs Shi'ite, Kaduna",2023-03-15,2023-03-15,5
IBD026584,"Auto Crash, Ogun",2023-03-14,2023-03-14,3
IBD026595,"Terrorists Attack, Niger",2023-03-14,2023-03-14,3
IBD026582,"Auto Crash, Edo",2023-03-14,2023-03-14,1
IBD026581,"Terrorists Attack, Kaduna",2023-03-14,2023-03-14,10
IBD026586,"Auto Crash, Ogun",2023-03-14,2023-03-14,2
IBD026576,"Youths Clash, Benue",2023-03-13,2023-03-13,3
IBD026575,"Army vs Terrorists, Kaduna",2023-03-13,2023-03-13,1
IBD026594,"Police vs Hotel Lodger, Ondo",2023-03-13,2023-03-13,1
IBD026593,"Brothers vs Siblings, Enugu",2023-03-13,2023-03-13,2
IBD026564,"Auto Crash, Bauchi",2023-03-13,2023-03-13,3
IBD026577,"Terrorist Attack, Katsina",2023-03-13,2023-03-13,15
IBD026579,"Man vs Neighbour's Daughter, Kano",2023-03-13,2023-03-13,1
IBD026572,"Herdsmen vs Farmer, Bayelsa",2023-03-13,2023-03-13,1
IBD026574,"Auto Crash, Bauchi",2023-03-13,2023-03-13,6
IBD026571,"Ritual Killing, Anambra",2023-03-13,2023-03-13,1
IBD026573,"Auto Crash, Bauchi",2023-03-13,2023-03-13,11
IBD026794,"Herdsmen Attack, Benue",2023-03-12,2023-03-12,50
IBD026569,"Auto Crash, Lagos",2023-03-12,2023-03-12,2
IBD026567,"Man Found Dead, Cross River",2023-03-12,2023-03-12,1
IBD026550,"Councillor, Ebonyi",2023-03-12,2023-03-12,1
IBD026583,"Man vs Woman, Gombe",2023-03-12,2023-03-12,1
IBD026565,"Task Force vs Driver, Rivers",2023-03-12,2023-03-12,1
IBD026853,"Armed Robbers vs Man, Oyo",2023-03-12,2023-03-12,1
IBD027210,"One Killed, Kwara",2023-03-11,2023-03-11,1
IBD026552,"One Dead, Oyo",2023-03-11,2023-03-11,1
IBD026570,"Woman vs Landlord, Ogun",2023-03-11,2023-03-11,1
IBD026560,"Bandits Kill 18, Katsina",2023-03-11,2023-03-11,20
IBD029197,"Master Warrant Officer, Hamza Musa",2023-03-10,2023-03-10,1
IBD026551,"Two Found Dead, Ondo",2023-03-10,2023-03-10,2
IBD026535,"Auto Crash, Oyo",2023-03-09,2023-03-09,10
IBD026537,"Auto Crash, Lagos",2023-03-09,2023-03-09,5
IBD026556,"Domestic Violence, Plateau",2023-03-09,2023-03-09,1
IBD026548,"Boy vs Girl, Ogun",2023-03-09,2023-03-09,1
IBD026549,"Bandits vs Pastor's Son, Kaduna",2023-03-09,2023-03-09,1
IBD026534,"Auto Crash, Enugu",2023-03-09,2023-03-09,8
IBD026559,"Assailants vs Herders, Kaduna",2023-03-09,2023-03-12,17
IBD026555,"Assailants vs Businessman, Oyo",2023-03-09,2023-03-09,1
IBD026536,"Train Accident, Lagos",2023-03-09,2023-03-09,6
IBD026545,"Auto Crash, Lagos",2023-03-09,2023-03-09,1
IBD026539,"Boko Haram vs Fishermen, Borno",2023-03-08,2023-03-08,31
IBD026542,"Boko Haram vs Police, Borno",2023-03-08,2023-03-08,1
IBD026538,"Political Violence, Bauchi",2023-03-08,2023-03-08,1
IBD026561,"Herders vs Farmers, Benue",2023-03-08,2023-03-09,7
IBD026529,"Fires Razes Market, Lagos",2023-03-08,2023-03-08,1
IBD026546,"Auto Crash, Niger",2023-03-08,2023-03-08,1
IBD026544,"Police vs Gunmen, Ebonyi",2023-03-08,2023-03-08,3
